Genre,Poem
Environment,"Clumsy at first, fitting together the years we have been apart, and the ways.But as the night passed and the day came, the first fine morning of April,it came clear: the world that has tried us and showed us its joywas our bond when we said nothing. And we allowed it to bewith us, the new green shining."
Affection,Your heartbeat deciphers morse code my lips press against your spine
Death,your mother shops for a fish               a plastic bag for a gloveyou untangle the wires with the crew               a boy among menyou choose the photograph for the wake               a finger in your
Affection,Your heartbeat is the only drumroll my ears ever applauded
Death,The hospice bed became a dock where your soul launched its final boat
Affection,"When I touch your skin and goosebumps lift,it’s your mind that surfaces there.When your iris tightens mechanicallyaround your pupil, that aperturebecomes for me the blacked-outcockpit of your mind.                                        It’s your mindthat"
Environment,The thunder drums its calloused fingers on the sky's tight skin
Sorrow,Your favorite mug grows a museum patina of dust and regret
Sorrow,I keep your last text like a life raft in my pocket
Sorrow,Grief is the echo that outlives the voice
Death,"I am going to die.No such thought has ever occurred to mesince the beginning of my exclusive timein air, when God, having made my mind,first began to wrap it, slowly and continuously,in strips of linen soaked in a special admixtureof rosewater, chicken fat, and pineconesstudded with cloves to stop them"
Music,The blues taste like copper pennies under tongues of broken men
Affection,"When the doctor suggested surgeryand a brace for all my youngest years,my parents scrambled to take meto massage therapy, deep tissue work,osteopathy, and soon my crooked spineunspooled a bit, I could breathe again,and move more in a body uncloudedby pain. My mom would tell me to singsongs to her the"
Music,It turns out however that I was deeply Mistaken about the end of the world
Sorrow,I wear your old t-shirts as bandages for wounds no one sees
Sorrow,I wear your memory like a wristwatch that stopped at your last breath
Sorrow,Grief is the echo that outlives the voice
Affection,"O Winter! frozen pulse and heart of fire,What loss is theirs who from thy kingdom turnDismayed, and think thy snow a sculptured urnOf Death! Far sooner in midsummer tireThe streams than under ice. June could not hireHer roses to forego the strength they learnIn"
Death,The cemetery gates creak like old cribs rocking ghosts
Sorrow,I dial your number just to hear the void say 'disconnected'
Death,"A cloud has lowered that shall not soon pass o’er.The world takes sides: whether for impious aimsWith Tyranny whose bloody toll enflamesA generous people to heroic war;Whether with Freedom, stretched in her own gore,Whose pleading hands and suppliant distressStill offer hearts that thirst for RighteousnessA glorious cause to strike or"
Music,"My whole life I have obeyed it—its every hunting. I move beneath it as a jaguar moves, in the dark-"
Affection,Your eyes are the only constellations I ever learned by name
Affection,"My mistress' eyes are nothing like the sun; Coral is far more red than her lips' red; If snow be white, why then her breasts are dun; If hairs be wires, black wires grow on her head. I have seen roses damasked, red and white, But no such roses see I in her cheeks; And in"
Environment,"Neither your face, Higera, nor your deedsAre known to me; and Death these many yearsRetains you, under grass or forest-mould.Only a rivulet bears your name: it runsDeep-hidden in undeciduous redwood shadeAnd trunks by age made holy, streaming downA valley of the Santa Lucian hills.There have I stopped, and though the"
Sorrow,"Your toothbrush stands sentinel in the holder, still loyal"
Affection,We are two tides bound to the same moon's silent command
Death,Translated from French by Marilyn Hacker Pour Ali la PointeHere where each day calls out to our sufferingHere where each step chains our desire for hopeHere where everything cries out misfortune violence famineHere where blood is confirmed silently and grief gains groundHe died. Died buried under a pile of rubbleWhile
Sorrow,My therapist collects my tears in beakers labeled 'progress'
Environment,The desert scribbles its will in sand before the wind edits it
Affection,Your freckles connect into constellations my lips navigate by
Music,The clarinet sobs into its wine-dark wooden throat
Music,The violin's bow draws blood from the silence
Death,The cancer folded your lungs like origami birds
Music,The vinyl record wears its grooves like tree rings of forgotten dances
Music,"Storms are generous.                                      Something so easy to surrender to, sitting by the window, and then you step out into the garden you were so bored of,"
Affection,We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.In the parking lot six women wrestled a package of
Death,"When did I know that I’d have to carry it around in order to have it when I need it, say in a pocket,the dark itself not dark enough but needing to be added to, handful by handful if necessary, untilthe way my mother would sit all night in a room without the"
Death,"Of streams that men take honour in The Frenchman looks to three, And each one has for origin The hills of Burgundy; And each has known the quiversOf blood and tears and pain— O gallant bleeding rivers, The Marne,"
Sorrow,I keep dialing your number but the void has no reception
Death,in paradise that i said lake should jumpinto a you          so how’d i miss the maw andrun from paradise into below the spoutand ride the rim and circle down the furwhere white collects to silver ringbefore the drop          the lightless part i dareyou not to think of abe while coursingcoursed half crane's
